generation_time,project,bug_id,test_id,coverage
30,Closure,65,2,14.41
30,Closure,65,3,12.64
30,Closure,65,4,13.97
30,Closure,66,0,0.0
30,Closure,66,1,6.68
30,Closure,66,2,2.95
30,Closure,66,3,0.0
30,Closure,66,4,2.36
30,Closure,67,0,29.93
30,Closure,67,1,27.21
30,Closure,67,2,24.49
30,Closure,67,3,29.25
30,Closure,67,4,14.97
30,Closure,68,0,15.28
30,Closure,68,1,11.71
30,Closure,68,2,15.62
30,Closure,68,3,15.96
30,Closure,68,4,16.3
30,Closure,69,0,0.0
30,Closure,69,1,3.93
30,Closure,69,2,1.96
30,Closure,69,3,4.13
30,Closure,69,4,0.0
30,Closure,70,0,1.13
30,Closure,70,1,5.64
30,Closure,70,2,1.13
30,Closure,70,3,1.13
30,Closure,70,4,9.5
30,Closure,71,0,0.0
30,Closure,71,1,4.5
30,Closure,71,2,9.01
30,Closure,71,3,0.0
30,Closure,71,4,9.01
30,Closure,72,0,2.91
30,Closure,72,1,1.94
30,Closure,72,2,1.94
30,Closure,72,3,1.94
30,Closure,72,4,6.8
30,Closure,73,0,13.81
30,Closure,73,1,14.25
30,Closure,73,2,13.59
30,Closure,73,3,13.59
30,Closure,73,4,13.81
30,Closure,74,0,6.89
30,Closure,74,1,6.89
30,Closure,74,2,5.45
30,Closure,74,3,6.09
30,Closure,74,4,3.37
30,Closure,75,0,19.93
30,Closure,75,1,17.25
30,Closure,75,2,17.81
30,Closure,75,3,17.81
30,Closure,75,4,21.16
30,Closure,76,0,0.76
30,Closure,76,1,0.76
30,Closure,76,2,0.76
30,Closure,76,3,0.76
30,Closure,76,4,0.76
30,Closure,77,0,13.79
30,Closure,77,1,11.72
30,Closure,77,2,11.95
30,Closure,77,3,11.03
30,Closure,77,4,11.26
30,Closure,78,0,6.38
30,Closure,78,1,9.14
30,Closure,78,2,6.21
30,Closure,78,3,2.24
30,Closure,78,4,4.83
30,Closure,79,0,16.81
30,Closure,79,1,17.65
30,Closure,79,2,17.65
30,Closure,79,3,18.91
30,Closure,79,4,6.72
30,Closure,80,0,19.28
30,Closure,80,1,18.26
30,Closure,80,2,19.73
30,Closure,80,3,20.74
30,Closure,80,4,15.11
30,Closure,81,0,7.17
30,Closure,81,1,6.54
30,Closure,81,2,7.17
30,Closure,81,3,6.23
30,Closure,81,4,4.98
30,Closure,82,0,84.18
30,Closure,82,1,85.44
30,Closure,82,2,83.54
30,Closure,82,3,83.54
30,Closure,82,4,80.38
30,Closure,83,0,33.33
30,Closure,83,1,38.89
30,Closure,83,2,41.67
30,Closure,83,3,38.89
30,Closure,83,4,38.89
30,Closure,84,0,7.54
30,Closure,84,1,7.21
30,Closure,84,2,5.9
30,Closure,84,3,6.89
30,Closure,84,4,8.2
30,Closure,85,0,12.73
30,Closure,85,1,12.73
30,Closure,85,2,12.73
30,Closure,85,3,10.91
30,Closure,85,4,40.0
30,Closure,86,0,21.61
30,Closure,86,1,19.11
30,Closure,86,2,6.51
30,Closure,86,3,17.87
30,Closure,86,4,8.03
30,Closure,87,0,7.52
30,Closure,87,1,5.96
30,Closure,87,2,7.21
30,Closure,87,3,7.84
30,Closure,87,4,6.58
30,Closure,88,0,0.0
30,Closure,88,1,0.96
30,Closure,88,2,0.0
30,Closure,88,3,0.96
30,Closure,88,4,0.96
30,Closure,89,0,13.19
30,Closure,89,1,10.13
30,Closure,89,2,7.84
30,Closure,89,3,13.0
30,Closure,89,4,11.47
30,Closure,90,0,29.77
30,Closure,90,1,32.06
30,Closure,90,2,37.21
30,Closure,90,3,29.01
30,Closure,90,4,29.39
30,Closure,91,0,20.27
30,Closure,91,1,25.68
30,Closure,91,2,16.22
30,Closure,91,3,36.49
30,Closure,91,4,16.22
30,Closure,92,0,8.14
30,Closure,92,1,13.57
30,Closure,92,2,12.79
30,Closure,92,3,12.4
30,Closure,92,4,7.75
30,Closure,94,0,24.62
30,Closure,94,1,19.49
30,Closure,94,2,12.84
30,Closure,94,3,22.05
30,Closure,94,4,20.85
30,Closure,95,0,0.2
30,Closure,95,1,12.32
30,Closure,95,2,4.85
30,Closure,95,3,0.0
30,Closure,95,4,6.87
30,Closure,96,0,2.07
30,Closure,96,1,3.46
30,Closure,96,2,0.92
30,Closure,96,3,10.14
30,Closure,96,4,0.0
30,Closure,97,0,11.21
30,Closure,97,1,6.86
30,Closure,97,2,5.95
30,Closure,97,3,6.18
30,Closure,97,4,7.09
30,Closure,98,0,25.87
30,Closure,98,1,13.99
30,Closure,98,2,14.69
30,Closure,98,3,34.27
30,Closure,98,4,18.88
30,Closure,99,0,35.48
30,Closure,99,1,51.61
30,Closure,99,2,45.16
30,Closure,99,3,24.19
30,Closure,99,4,35.48
30,Closure,100,0,26.79
30,Closure,100,1,21.43
30,Closure,100,2,33.93
30,Closure,100,3,37.5
30,Closure,100,4,23.21
30,Closure,101,0,27.27
30,Closure,101,1,27.27
30,Closure,101,2,27.27
30,Closure,101,3,27.27
30,Closure,101,4,27.27
30,Closure,102,0,17.43
30,Closure,102,1,20.18
30,Closure,102,2,24.77
30,Closure,102,3,19.27
30,Closure,102,4,18.35
30,Closure,103,0,13.41
30,Closure,103,1,15.71
30,Closure,103,2,10.92
30,Closure,103,3,14.56
30,Closure,103,4,10.15
30,Closure,104,0,94.35
30,Closure,104,1,95.97
30,Closure,104,2,96.77
30,Closure,104,3,97.58
30,Closure,104,4,99.19
30,Closure,105,0,3.92
30,Closure,105,1,6.63
30,Closure,105,2,13.26
30,Closure,105,3,11.77
30,Closure,105,4,6.9
30,Closure,106,0,46.44
30,Closure,106,1,43.68
30,Closure,106,2,41.15
30,Closure,106,3,42.76
30,Closure,106,4,38.85
30,Closure,107,0,2.9
30,Closure,107,1,1.45
30,Closure,107,2,1.45
30,Closure,107,3,1.45
30,Closure,107,4,1.45
30,Closure,108,0,9.21
30,Closure,108,1,10.53
30,Closure,108,2,10.53
30,Closure,108,3,11.84
30,Closure,108,4,10.53
30,Closure,109,0,16.93
30,Closure,109,1,15.37
30,Closure,109,2,20.73
30,Closure,109,3,18.05
30,Closure,109,4,15.51
30,Closure,110,0,37.77
30,Closure,110,1,39.18
30,Closure,110,2,33.52
30,Closure,110,3,40.17
30,Closure,110,4,36.49
30,Closure,111,0,2.08
30,Closure,111,1,2.08
30,Closure,111,2,6.25
30,Closure,111,3,6.25
30,Closure,111,4,6.25
30,Closure,112,0,0.43
30,Closure,112,1,0.43
30,Closure,112,2,0.43
30,Closure,112,3,0.43
30,Closure,112,4,0.43
30,Closure,113,0,3.07
30,Closure,113,1,3.37
30,Closure,113,2,8.9
30,Closure,113,3,6.13
30,Closure,113,4,8.59
30,Closure,114,0,10.02
30,Closure,114,1,17.7
30,Closure,114,2,5.76
30,Closure,114,3,19.4
30,Closure,114,4,13.22
30,Closure,115,0,5.05
30,Closure,115,1,6.88
30,Closure,115,2,0.0
30,Closure,115,3,9.17
30,Closure,115,4,6.42
30,Closure,116,0,6.19
30,Closure,116,1,5.75
30,Closure,116,2,7.52
30,Closure,116,3,9.29
30,Closure,116,4,3.54
30,Closure,117,0,0.48
30,Closure,117,1,0.0
30,Closure,117,2,0.0
30,Closure,117,3,0.0
30,Closure,117,4,0.0
30,Closure,118,0,0.0
30,Closure,118,1,0.0
30,Closure,118,2,0.0
30,Closure,118,3,0.0
30,Closure,118,4,0.0
30,Closure,119,0,9.83
