initial_test_tool,initial_test_generation_time,project,bug_id,test_id,boosting_time,coverage
RD,240,Math,4,4,120,43.75
RD,240,Math,5,0,120,89.41
RD,240,Math,5,1,120,91.18
RD,240,Math,5,2,120,89.41
RD,240,Math,5,3,120,85.29
RD,240,Math,5,4,120,70.59
RD,240,Math,6,1,120,5.45
RD,240,Math,6,2,120,5.79
RD,240,Math,6,3,120,4.77
RD,240,Math,6,4,120,5.62
RD,240,Math,7,0,120,12.07
RD,240,Math,7,1,120,13.79
RD,240,Math,7,2,120,13.79
RD,240,Math,7,3,120,12.07
RD,240,Math,7,4,120,13.79
RD,240,Math,8,0,120,70.83
RD,240,Math,8,1,120,54.17
RD,240,Math,8,2,120,16.67
RD,240,Math,8,3,120,79.17
RD,240,Math,8,4,120,62.5
RD,240,Math,9,0,120,18.75
RD,240,Math,9,1,120,12.5
RD,240,Math,9,2,120,18.75
RD,240,Math,9,3,120,62.5
RD,240,Math,9,4,120,37.5
RD,240,Math,10,0,120,77.27
RD,240,Math,10,1,120,69.93
RD,240,Math,10,2,120,95.8
RD,240,Math,10,3,120,72.38
RD,240,Math,10,4,120,90.21
RD,240,Math,11,0,120,14.29
RD,240,Math,11,1,120,3.57
RD,240,Math,11,2,120,14.29
RD,240,Math,11,3,120,17.86
RD,240,Math,11,4,120,14.29
RD,240,Math,12,0,120,92.86
RD,240,Math,12,1,120,92.86
RD,240,Math,12,4,120,92.86
RD,240,Math,13,1,120,59.09
RD,240,Math,13,2,120,63.64
RD,240,Math,13,3,120,18.18
RD,240,Math,13,4,120,22.73
RD,240,Math,14,0,120,50.0
RD,240,Math,14,1,120,56.25
RD,240,Math,14,2,120,50.0
RD,240,Math,14,3,120,31.25
RD,240,Math,14,4,120,43.75
RD,240,Math,15,0,120,52.38
RD,240,Math,15,1,120,57.27
RD,240,Math,15,2,120,64.91
RD,240,Math,15,3,120,59.52
RD,240,Math,15,4,120,44.86
RD,240,Math,16,0,120,60.03
RD,240,Math,16,1,120,56.52
RD,240,Math,16,2,120,56.89
RD,240,Math,16,3,120,62.66
RD,240,Math,16,4,120,58.9
RD,240,Math,17,0,120,63.48
RD,240,Math,17,1,120,62.8
RD,240,Math,17,2,120,60.51
RD,240,Math,17,3,120,70.08
RD,240,Math,17,4,120,63.07
RD,240,Math,18,0,120,0.72
RD,240,Math,18,1,120,0.72
RD,240,Math,18,2,120,0.72
RD,240,Math,18,3,120,0.72
RD,240,Math,18,4,120,0.72
RD,240,Math,19,0,120,0.72
RD,240,Math,19,1,120,0.72
RD,240,Math,19,2,120,0.72
RD,240,Math,19,3,120,0.72
RD,240,Math,19,4,120,0.72
RD,240,Math,20,0,120,0.74
RD,240,Math,20,1,120,0.74
RD,240,Math,20,2,120,0.74
RD,240,Math,20,3,120,0.74
RD,240,Math,20,4,120,0.74
RD,240,Math,21,0,120,75.0
RD,240,Math,21,1,120,14.29
RD,240,Math,21,2,120,85.71
RD,240,Math,21,3,120,46.43
RD,240,Math,21,4,120,53.57
RD,240,Math,22,0,120,90.91
RD,240,Math,22,1,120,100.0
RD,240,Math,22,2,120,95.45
RD,240,Math,22,4,120,100.0
RD,240,Math,23,0,120,59.46
RD,240,Math,23,1,120,59.46
RD,240,Math,23,2,120,62.16
RD,240,Math,23,3,120,52.7
RD,240,Math,23,4,120,43.24
RD,240,Math,24,0,120,79.73
RD,240,Math,24,1,120,70.27
RD,240,Math,24,2,120,21.62
RD,240,Math,24,3,120,56.76
RD,240,Math,24,4,120,75.68
RD,240,Math,25,0,120,63.33
RD,240,Math,25,1,120,3.33
RD,240,Math,25,2,120,90.0
RD,240,Math,25,3,120,63.33
RD,240,Math,25,4,120,93.33
RD,240,Math,26,0,120,77.66
RD,240,Math,26,1,120,81.91
RD,240,Math,26,2,120,84.04
RD,240,Math,26,3,120,81.91
RD,240,Math,26,4,120,78.72
RD,240,Math,27,0,120,82.98
RD,240,Math,27,1,120,81.91
RD,240,Math,27,2,120,78.72
RD,240,Math,27,3,120,82.98
RD,240,Math,27,4,120,80.85
RD,240,Math,28,0,120,19.23
RD,240,Math,28,1,120,9.62
RD,240,Math,28,2,120,50.0
RD,240,Math,28,3,120,11.54
RD,240,Math,28,4,120,0.0
RD,240,Math,29,0,120,43.75
RD,240,Math,29,1,120,63.19
RD,240,Math,29,2,120,59.72
RD,240,Math,29,3,120,24.31
RD,240,Math,29,4,120,41.67
RD,240,Math,30,0,120,100.0
RD,240,Math,30,1,120,80.0
RD,240,Math,30,2,120,100.0
RD,240,Math,30,3,120,100.0
RD,240,Math,30,4,120,80.0
RD,240,Math,31,0,120,75.0
RD,240,Math,31,1,120,75.0
RD,240,Math,31,2,120,68.75
RD,240,Math,31,3,120,68.75
RD,240,Math,31,4,120,68.75
RD,240,Math,32,0,120,58.54
RD,240,Math,32,1,120,6.1
RD,240,Math,32,2,120,52.44
RD,240,Math,32,3,120,6.1
RD,240,Math,32,4,120,6.1
RD,240,Math,33,0,120,54.84
RD,240,Math,33,1,120,4.03
RD,240,Math,33,2,120,4.84
RD,240,Math,33,3,120,54.03
RD,240,Math,33,4,120,17.74
RD,240,Math,35,0,120,100.0
RD,240,Math,35,1,120,100.0
RD,240,Math,35,2,120,100.0
RD,240,Math,35,3,120,100.0
RD,240,Math,35,4,120,100.0
RD,240,Math,36,0,120,87.5
RD,240,Math,36,1,120,89.58
RD,240,Math,36,2,120,88.54
RD,240,Math,36,3,120,84.38
RD,240,Math,36,4,120,88.54
RD,240,Math,37,0,120,83.53
RD,240,Math,37,1,120,74.12
RD,240,Math,37,2,120,83.53
RD,240,Math,37,3,120,80.59
RD,240,Math,37,4,120,75.88
RD,240,Math,38,0,120,0.0
RD,240,Math,38,1,120,0.0
RD,240,Math,38,2,120,0.0
RD,240,Math,38,3,120,0.0
RD,240,Math,38,4,120,0.0
RD,240,Math,39,0,120,0.0
RD,240,Math,39,1,120,0.0
RD,240,Math,39,2,120,0.0
RD,240,Math,39,3,120,0.0
RD,240,Math,39,4,120,0.0
RD,240,Math,40,1,120,9.09
RD,240,Math,40,2,120,9.09
RD,240,Math,40,3,120,9.09
RD,240,Math,40,4,120,9.09
RD,240,Math,41,0,120,67.39
RD,240,Math,41,1,120,60.87
RD,240,Math,41,2,120,54.35
RD,240,Math,41,3,120,45.65
RD,240,Math,41,4,120,54.35
RD,240,Math,42,1,120,1.61
RD,240,Math,42,2,120,49.19
RD,240,Math,42,3,120,59.68
RD,240,Math,42,4,120,48.39
RD,240,Math,43,0,120,39.66
RD,240,Math,43,1,120,72.41
RD,240,Math,43,2,120,72.41
RD,240,Math,43,3,120,74.14
RD,240,Math,43,4,120,63.79
RD,240,Math,44,0,120,8.7
RD,240,Math,44,1,120,8.7
RD,240,Math,44,2,120,8.7
RD,240,Math,44,3,120,8.7
RD,240,Math,44,4,120,8.7
RD,240,Math,45,0,120,8.33
RD,240,Math,45,1,120,33.33
RD,240,Math,45,2,120,33.33
RD,240,Math,45,3,120,29.17
RD,240,Math,45,4,120,37.5
RD,240,Math,46,0,120,63.89
RD,240,Math,46,1,120,76.39
RD,240,Math,46,2,120,86.81
RD,240,Math,46,3,120,80.56
RD,240,Math,46,4,120,75.0
RD,240,Math,47,0,120,64.86
RD,240,Math,47,1,120,83.11
RD,240,Math,47,2,120,75.68
RD,240,Math,47,3,120,75.0
RD,240,Math,47,4,120,80.41
RD,240,Math,48,0,120,0.0
RD,240,Math,48,1,120,0.0
RD,240,Math,48,2,120,0.0
RD,240,Math,48,3,120,0.0
RD,240,Math,48,4,120,0.0
RD,240,Math,49,0,120,65.79
RD,240,Math,49,1,120,38.16
RD,240,Math,49,2,120,34.87
RD,240,Math,49,3,120,36.18
RD,240,Math,49,4,120,34.21
RD,240,Math,50,0,120,0.0
RD,240,Math,50,1,120,0.0
RD,240,Math,50,2,120,0.0
RD,240,Math,50,3,120,0.0
RD,240,Math,50,4,120,0.0
RD,240,Math,51,0,120,0.0
RD,240,Math,51,1,120,0.0
RD,240,Math,51,2,120,0.0
RD,240,Math,51,3,120,0.0
RD,240,Math,51,4,120,0.0
RD,240,Math,52,0,120,33.61
RD,240,Math,52,1,120,35.25
RD,240,Math,52,2,120,38.52
RD,240,Math,52,3,120,32.79
RD,240,Math,52,4,120,36.89
RD,240,Math,53,0,120,89.83
RD,240,Math,53,1,120,67.8
RD,240,Math,53,2,120,84.75
RD,240,Math,53,3,120,88.98
RD,240,Math,53,4,120,87.29
RD,240,Math,54,0,120,66.14
RD,240,Math,54,1,120,60.57
RD,240,Math,54,2,120,67.14
RD,240,Math,54,3,120,65.43
RD,240,Math,54,4,120,62.14
RD,240,Math,55,0,120,66.0
RD,240,Math,55,1,120,64.0
RD,240,Math,55,2,120,64.0
RD,240,Math,55,3,120,64.0
RD,240,Math,55,4,120,50.0
RD,240,Math,56,0,120,71.88
RD,240,Math,56,1,120,15.62
RD,240,Math,56,2,120,75.0
RD,240,Math,56,3,120,31.25
RD,240,Math,56,4,120,75.0
RD,240,Math,57,0,120,0.0
RD,240,Math,57,1,120,0.0
RD,240,Math,57,2,120,0.0
RD,240,Math,57,3,120,0.0
RD,240,Math,57,4,120,0.0
RD,240,Math,58,0,120,3.45
RD,240,Math,58,1,120,44.83
RD,240,Math,58,2,120,3.45
RD,240,Math,58,3,120,62.07
RD,240,Math,58,4,120,3.45
RD,240,Math,59,0,120,68.1
RD,240,Math,59,1,120,65.18
RD,240,Math,59,2,120,61.66
RD,240,Math,59,3,120,65.95
RD,240,Math,59,4,120,66.41
RD,240,Math,60,0,120,83.33
RD,240,Math,60,1,120,77.78
RD,240,Math,60,2,120,94.44
RD,240,Math,60,3,120,94.44
RD,240,Math,61,0,120,100.0
RD,240,Math,61,1,120,100.0
RD,240,Math,61,2,120,83.33
RD,240,Math,61,3,120,91.67
RD,240,Math,61,4,120,100.0
RD,240,Math,63,0,120,78.85
RD,240,Math,63,1,120,80.92
RD,240,Math,63,2,120,80.69
RD,240,Math,63,3,120,77.47
RD,240,Math,63,4,120,79.77
RD,240,Math,64,0,120,0.0
RD,240,Math,64,1,120,0.0
RD,240,Math,64,2,120,0.0
RD,240,Math,64,3,120,0.0
RD,240,Math,64,4,120,0.0
RD,240,Math,65,0,120,21.43
RD,240,Math,65,1,120,14.29
RD,240,Math,65,2,120,14.29
RD,240,Math,65,3,120,25.0
RD,240,Math,65,4,120,14.29
RD,240,Math,66,0,120,14.29
RD,240,Math,66,1,120,12.5
RD,240,Math,66,2,120,14.29
RD,240,Math,66,3,120,10.71
RD,240,Math,66,4,120,14.29
RD,240,Math,67,0,120,32.35
RD,240,Math,67,1,120,14.71
RD,240,Math,67,2,120,8.82
RD,240,Math,67,3,120,32.35
RD,240,Math,67,4,120,20.59
RD,240,Math,68,0,120,0.0
RD,240,Math,68,1,120,0.0
RD,240,Math,68,2,120,0.0
RD,240,Math,68,3,120,0.0
RD,240,Math,68,4,120,0.0
RD,240,Math,69,0,120,70.0
RD,240,Math,69,1,120,63.33
RD,240,Math,69,2,120,66.67
RD,240,Math,69,3,120,90.0
RD,240,Math,69,4,120,86.67
RD,240,Math,70,0,120,33.33
RD,240,Math,70,1,120,33.33
RD,240,Math,70,2,120,33.33
RD,240,Math,70,3,120,33.33
RD,240,Math,70,4,120,33.33
RD,240,Math,71,0,120,0.0
RD,240,Math,71,1,120,0.0
RD,240,Math,71,2,120,0.0
RD,240,Math,71,3,120,0.0
RD,240,Math,71,4,120,0.0
RD,240,Math,72,0,120,0.0
RD,240,Math,72,1,120,0.0
RD,240,Math,72,2,120,0.0
RD,240,Math,72,3,120,0.0
RD,240,Math,72,4,120,0.0
RD,240,Math,73,0,120,0.0
RD,240,Math,73,1,120,0.0
RD,240,Math,73,2,120,0.0
RD,240,Math,73,3,120,0.0
RD,240,Math,73,4,120,0.0
RD,240,Math,74,0,120,0.0
RD,240,Math,74,1,120,0.0
RD,240,Math,74,2,120,0.0
RD,240,Math,74,3,120,0.0
RD,240,Math,74,4,120,0.0
RD,240,Math,75,0,120,83.33
RD,240,Math,75,1,120,83.33
RD,240,Math,75,2,120,83.33
RD,240,Math,75,3,120,83.33
RD,240,Math,75,4,120,83.33
RD,240,Math,76,0,120,72.41
RD,240,Math,76,1,120,53.45
RD,240,Math,76,2,120,29.31
RD,240,Math,76,3,120,62.07
RD,240,Math,76,4,120,60.34
RD,240,Math,77,0,120,54.76
RD,240,Math,77,1,120,63.1
RD,240,Math,77,2,120,55.06
RD,240,Math,77,3,120,51.79
RD,240,Math,77,4,120,59.82
RD,240,Math,78,0,120,8.33
RD,240,Math,78,1,120,6.67
RD,240,Math,78,2,120,8.33
RD,240,Math,78,3,120,8.33
RD,240,Math,78,4,120,8.33
RD,240,Math,79,0,120,78.26
RD,240,Math,79,1,120,75.94
RD,240,Math,79,2,120,77.1
RD,240,Math,79,3,120,78.55
RD,240,Math,79,4,120,77.1
RD,240,Math,80,0,120,5.56
RD,240,Math,80,1,120,2.42
RD,240,Math,80,2,120,6.28
RD,240,Math,80,3,120,5.56
RD,240,Math,80,4,120,37.44
RD,240,Math,81,0,120,1.69
RD,240,Math,81,1,120,4.11
RD,240,Math,81,2,120,14.98
RD,240,Math,81,3,120,13.29
RD,240,Math,81,4,120,29.71
RD,240,Math,82,0,120,16.67
RD,240,Math,82,1,120,33.33
RD,240,Math,82,2,120,0.0
RD,240,Math,82,3,120,0.0
RD,240,Math,82,4,120,0.0
RD,240,Math,83,0,120,21.28
RD,240,Math,83,1,120,42.55
RD,240,Math,83,2,120,30.85
RD,240,Math,83,3,120,3.19
RD,240,Math,83,4,120,1.06
RD,240,Math,85,0,120,72.73
RD,240,Math,85,1,120,72.73
RD,240,Math,85,2,120,68.18
RD,240,Math,85,3,120,59.09
RD,240,Math,85,4,120,63.64
RD,240,Math,86,0,120,60.0
RD,240,Math,86,1,120,25.0
RD,240,Math,86,2,120,33.33
RD,240,Math,86,3,120,51.67
RD,240,Math,86,4,120,10.0
RD,240,Math,87,0,120,2.17
RD,240,Math,87,1,120,23.91
RD,240,Math,87,2,120,42.39
RD,240,Math,87,3,120,2.17
RD,240,Math,87,4,120,2.17
RD,240,Math,88,1,120,2.22
RD,240,Math,88,2,120,0.0
RD,240,Math,88,3,120,38.89
RD,240,Math,88,4,120,2.22
RD,240,Math,89,0,120,94.12
RD,240,Math,89,1,120,94.12
RD,240,Math,89,2,120,94.12
RD,240,Math,89,3,120,94.12
RD,240,Math,89,4,120,94.12
RD,240,Math,90,0,120,93.75
RD,240,Math,90,1,120,93.75
RD,240,Math,90,2,120,93.75
RD,240,Math,90,3,120,93.75
RD,240,Math,90,4,120,93.75
RD,240,Math,91,0,120,83.33
RD,240,Math,91,1,120,81.11
RD,240,Math,91,2,120,82.22
RD,240,Math,91,3,120,84.44
RD,240,Math,91,4,120,76.67
RD,240,Math,92,0,120,80.39
RD,240,Math,92,1,120,75.69
RD,240,Math,92,2,120,78.04
RD,240,Math,92,3,120,77.65
RD,240,Math,92,4,120,76.86
RD,240,Math,93,0,120,77.13
RD,240,Math,93,1,120,76.68
RD,240,Math,93,2,120,75.78
RD,240,Math,93,3,120,72.65
RD,240,Math,93,4,120,77.58
RD,240,Math,94,0,120,72.35
RD,240,Math,94,1,120,80.18
RD,240,Math,94,2,120,73.27
RD,240,Math,94,3,120,75.58
RD,240,Math,94,4,120,69.12
RD,240,Math,95,0,120,100.0
RD,240,Math,95,1,120,100.0
RD,240,Math,95,2,120,100.0
RD,240,Math,95,3,120,100.0
RD,240,Math,95,4,120,100.0
RD,240,Math,96,0,120,84.31
RD,240,Math,96,1,120,87.25
RD,240,Math,96,2,120,91.18
RD,240,Math,96,3,120,91.18
RD,240,Math,96,4,120,90.2
RD,240,Math,97,0,120,0.0
RD,240,Math,97,1,120,0.0
RD,240,Math,97,2,120,0.0
RD,240,Math,97,3,120,0.0
RD,240,Math,97,4,120,0.0
RD,240,Math,98,0,120,58.3
RD,240,Math,98,1,120,65.16
RD,240,Math,98,2,120,52.71
RD,240,Math,98,3,120,58.12
RD,240,Math,98,4,120,51.26
RD,240,Math,99,0,120,80.14
RD,240,Math,99,1,120,76.9
RD,240,Math,99,2,120,76.9
RD,240,Math,99,3,120,79.42
RD,240,Math,99,4,120,77.98
RD,240,Math,100,0,120,77.27
RD,240,Math,100,1,120,50.0
RD,240,Math,100,2,120,72.73
RD,240,Math,100,3,120,50.0
RD,240,Math,100,4,120,45.45
RD,240,Math,101,0,120,58.93
RD,240,Math,101,1,120,58.93
RD,240,Math,101,2,120,50.0
RD,240,Math,101,3,120,58.93
RD,240,Math,101,4,120,58.93
RD,240,Math,102,0,120,73.91
RD,240,Math,102,1,120,73.91
RD,240,Math,102,2,120,83.7
RD,240,Math,102,3,120,76.09
RD,240,Math,102,4,120,70.65
RD,240,Math,103,0,120,94.44
RD,240,Math,103,1,120,94.44
RD,240,Math,103,2,120,94.44
RD,240,Math,103,3,120,94.44
RD,240,Math,103,4,120,94.44
RD,240,Math,104,0,120,92.5
RD,240,Math,104,1,120,95.0
RD,240,Math,104,2,120,100.0
RD,240,Math,104,3,120,100.0
RD,240,Math,104,4,120,97.5
RD,240,Math,105,0,120,100.0
RD,240,Math,105,1,120,100.0
RD,240,Math,105,2,120,100.0
RD,240,Math,105,3,120,100.0
RD,240,Math,105,4,120,100.0
RD,240,Math,106,0,120,36.84
RD,240,Math,106,1,120,36.84
RD,240,Math,106,2,120,26.32
RD,240,Math,106,3,120,31.58
RD,240,Math,106,4,120,36.84
RD,240,Mockito,3,1,120,1.79
RD,240,Mockito,7,1,120,28.05
RD,240,Mockito,7,3,120,2.44
RD,240,Mockito,7,4,120,6.1
RD,240,Mockito,8,0,120,41.46
RD,240,Mockito,8,1,120,40.24
RD,240,Mockito,8,2,120,37.8
RD,240,Mockito,8,3,120,30.49
RD,240,Mockito,8,4,120,31.71
RD,240,Mockito,10,1,120,0.0
RD,240,Mockito,10,3,120,0.0
RD,240,Mockito,10,4,120,0.0
RD,240,Mockito,12,1,120,0.0
RD,240,Mockito,12,3,120,0.0
RD,240,Mockito,12,4,120,0.0
RD,240,Mockito,18,0,120,0.0
RD,240,Mockito,18,1,120,0.0
RD,240,Mockito,18,2,120,0.0
RD,240,Mockito,18,3,120,0.0
RD,240,Mockito,18,4,120,0.0
RD,240,Mockito,21,0,120,0.0
RD,240,Mockito,21,3,120,0.0
RD,240,Mockito,21,4,120,0.0
RD,240,Mockito,23,0,120,0.0
RD,240,Mockito,23,1,120,0.0
RD,240,Mockito,23,2,120,0.0
RD,240,Mockito,23,3,120,0.0
RD,240,Mockito,23,4,120,0.0
RD,240,Mockito,25,3,120,0.0
RD,240,Mockito,28,1,120,10.0
RD,240,Mockito,28,4,120,10.0
RD,240,Mockito,31,0,120,0.0
RD,240,Mockito,31,1,120,0.0
RD,240,Mockito,31,2,120,0.0
RD,240,Mockito,31,3,120,0.0
RD,240,Mockito,31,4,120,0.0
RD,240,Mockito,37,0,120,26.67
RD,240,Mockito,37,3,120,20.0
RD,240,Mockito,37,4,120,23.33
RD,240,Mockito,38,0,120,7.14
RD,240,Time,1,0,120,52.46
RD,240,Time,1,1,120,31.97
RD,240,Time,1,2,120,37.7
RD,240,Time,1,3,120,47.54
RD,240,Time,1,4,120,50.0
RD,240,Time,2,0,120,41.53
RD,240,Time,2,1,120,31.36
RD,240,Time,2,2,120,35.59
RD,240,Time,2,3,120,55.93
RD,240,Time,2,4,120,30.51
RD,240,Time,3,0,120,65.08
RD,240,Time,3,1,120,73.02
RD,240,Time,3,2,120,69.84
RD,240,Time,3,3,120,49.21
RD,240,Time,3,4,120,68.25
RD,240,Time,4,0,120,13.21
RD,240,Time,4,1,120,31.13
RD,240,Time,4,2,120,36.79
RD,240,Time,4,3,120,47.17
RD,240,Time,4,4,120,31.13
RD,240,Time,5,0,120,0.0
RD,240,Time,5,1,120,0.0
RD,240,Time,5,2,120,0.0
RD,240,Time,5,3,120,0.0
RD,240,Time,5,4,120,0.0
RD,240,Time,6,0,120,34.07
RD,240,Time,6,1,120,16.48
RD,240,Time,6,2,120,39.01
RD,240,Time,6,3,120,23.63
RD,240,Time,6,4,120,21.43
RD,240,Time,7,0,120,44.32
RD,240,Time,7,1,120,45.45
RD,240,Time,7,2,120,56.82
RD,240,Time,7,3,120,36.36
RD,240,Time,7,4,120,46.59
RD,240,Time,8,0,120,53.3
RD,240,Time,8,1,120,56.59
RD,240,Time,8,2,120,48.9
RD,240,Time,8,3,120,47.25
RD,240,Time,8,4,120,56.04
RD,240,Time,9,0,120,54.49
RD,240,Time,9,1,120,50.56
RD,240,Time,9,2,120,46.07
RD,240,Time,9,3,120,54.49
RD,240,Time,9,4,120,56.74
RD,240,Time,10,0,120,56.52
RD,240,Time,10,1,120,54.35
RD,240,Time,10,2,120,47.83
RD,240,Time,10,3,120,50.0
RD,240,Time,10,4,120,60.87
RD,240,Time,11,0,120,13.99
RD,240,Time,11,1,120,14.51
RD,240,Time,11,2,120,18.65
RD,240,Time,11,3,120,15.03
RD,240,Time,11,4,120,11.92
RD,240,Time,12,0,120,49.59
RD,240,Time,12,1,120,57.38
RD,240,Time,12,2,120,56.97
RD,240,Time,12,3,120,43.44
RD,240,Time,12,4,120,45.49
RD,240,Time,13,0,120,35.81
RD,240,Time,13,1,120,50.87
RD,240,Time,13,2,120,47.16
RD,240,Time,13,3,120,17.47
RD,240,Time,13,4,120,39.96
RD,240,Time,14,0,120,40.38
RD,240,Time,14,1,120,63.46
RD,240,Time,14,2,120,40.38
RD,240,Time,14,3,120,53.85
RD,240,Time,14,4,120,34.62
RD,240,Time,15,0,120,83.33
RD,240,Time,15,1,120,86.11
RD,240,Time,15,2,120,83.33
RD,240,Time,15,3,120,84.72
RD,240,Time,15,4,120,86.11
RD,240,Time,16,0,120,45.45
RD,240,Time,16,1,120,38.64
RD,240,Time,16,2,120,52.27
RD,240,Time,16,3,120,39.77
RD,240,Time,16,4,120,45.45
RD,240,Time,17,0,120,51.18
RD,240,Time,17,1,120,42.94
RD,240,Time,17,2,120,45.29
RD,240,Time,17,3,120,41.76
RD,240,Time,17,4,120,42.35
RD,240,Time,18,0,120,31.65
RD,240,Time,18,1,120,27.22
RD,240,Time,18,2,120,31.65
RD,240,Time,18,3,120,20.89
RD,240,Time,18,4,120,45.57
RD,240,Time,19,0,120,46.91
RD,240,Time,19,1,120,40.74
RD,240,Time,19,2,120,46.3
RD,240,Time,19,3,120,47.53
RD,240,Time,19,4,120,48.77
RD,240,Time,20,0,120,39.16
RD,240,Time,20,1,120,39.16
RD,240,Time,20,2,120,29.08
RD,240,Time,20,3,120,33.28
RD,240,Time,20,4,120,32.61
RD,240,Time,22,0,120,58.62
RD,240,Time,22,1,120,50.0
RD,240,Time,22,2,120,51.72
RD,240,Time,22,3,120,56.9
RD,240,Time,22,4,120,51.72
RD,240,Time,23,0,120,66.05
RD,240,Time,23,1,120,61.73
RD,240,Time,23,2,120,62.96
RD,240,Time,23,3,120,60.49
RD,240,Time,23,4,120,60.49
RD,240,Time,24,0,120,75.71
RD,240,Time,24,1,120,57.14
RD,240,Time,24,2,120,57.14
RD,240,Time,24,3,120,65.71
RD,240,Time,24,4,120,70.0
RD,240,Time,25,0,120,45.57
RD,240,Time,25,1,120,53.16
RD,240,Time,25,2,120,40.51
RD,240,Time,25,3,120,41.14
RD,240,Time,25,4,120,51.27
RD,240,Time,26,0,120,56.61
RD,240,Time,26,1,120,47.52
RD,240,Time,26,2,120,49.59
RD,240,Time,26,3,120,50.41
RD,240,Time,26,4,120,51.24
RD,240,Time,27,0,120,16.89
RD,240,Time,27,1,120,18.67
RD,240,Time,27,2,120,33.56
RD,240,Time,27,3,120,34.22
RD,240,Time,27,4,120,50.89
RD,240,Chart,1,0,180,23.14
RD,240,Chart,1,1,180,31.4
RD,240,Chart,1,2,180,23.55
RD,240,Chart,1,3,180,28.1
RD,240,Chart,1,4,180,29.34
RD,240,Chart,2,0,180,43.25
RD,240,Chart,2,1,180,43.07
RD,240,Chart,2,2,180,44.16
RD,240,Chart,2,3,180,45.62
RD,240,Chart,2,4,180,44.16
RD,240,Chart,3,0,180,57.22
RD,240,Chart,3,1,180,63.4
RD,240,Chart,3,2,180,70.1
RD,240,Chart,3,3,180,59.28
RD,240,Chart,3,4,180,72.16
RD,240,Chart,4,0,180,25.98
RD,240,Chart,4,1,180,20.91
RD,240,Chart,4,2,180,31.57
RD,240,Chart,4,3,180,32.92
RD,240,Chart,4,4,180,23.71
RD,240,Chart,5,0,180,87.5
RD,240,Chart,5,1,180,82.5
RD,240,Chart,5,2,180,81.25
RD,240,Chart,5,3,180,91.25
RD,240,Chart,5,4,180,90.0
RD,240,Chart,6,0,180,43.75
RD,240,Chart,6,1,180,37.5
RD,240,Chart,6,2,180,43.75
RD,240,Chart,6,3,180,43.75
RD,240,Chart,6,4,180,37.5
RD,240,Chart,7,0,180,75.93
RD,240,Chart,7,1,180,66.67
RD,240,Chart,7,2,180,87.04
RD,240,Chart,7,3,180,74.07
RD,240,Chart,7,4,180,85.19
RD,240,Chart,8,0,180,72.06
RD,240,Chart,8,1,180,75.0
RD,240,Chart,8,2,180,72.06
RD,240,Chart,8,3,180,76.47
RD,240,Chart,8,4,180,76.47
RD,240,Chart,9,0,180,55.71
RD,240,Chart,9,1,180,43.57
RD,240,Chart,9,2,180,50.71
RD,240,Chart,9,3,180,55.0
RD,240,Chart,9,4,180,46.43
RD,240,Chart,10,0,180,100
RD,240,Chart,10,1,180,100
RD,240,Chart,10,2,180,100
RD,240,Chart,10,3,180,100
RD,240,Chart,10,4,180,100
RD,240,Chart,11,0,180,34.48
RD,240,Chart,11,1,180,34.48
RD,240,Chart,11,2,180,34.48
RD,240,Chart,11,3,180,34.48
RD,240,Chart,11,4,180,34.48
RD,240,Chart,12,0,180,21.43
RD,240,Chart,12,1,180,11.9
RD,240,Chart,12,2,180,15.48
RD,240,Chart,12,3,180,28.57
RD,240,Chart,12,4,180,20.24
RD,240,Chart,13,0,180,48.33
RD,240,Chart,13,1,180,50.83
RD,240,Chart,13,2,180,48.33
RD,240,Chart,13,3,180,52.5
RD,240,Chart,13,4,180,56.67
RD,240,Chart,14,0,180,25.35
RD,240,Chart,14,1,180,30.61
RD,240,Chart,14,2,180,25.55
RD,240,Chart,14,3,180,32.41
RD,240,Chart,14,4,180,33.86
RD,240,Chart,15,0,180,14.56
RD,240,Chart,15,1,180,13.29
RD,240,Chart,15,2,180,20.89
RD,240,Chart,15,3,180,16.77
RD,240,Chart,15,4,180,17.09
RD,240,Chart,16,0,180,72.66
RD,240,Chart,16,1,180,69.53
RD,240,Chart,16,2,180,76.56
RD,240,Chart,16,3,180,81.25
RD,240,Chart,16,4,180,76.56
RD,240,Chart,17,0,180,45.65
RD,240,Chart,17,1,180,34.06
RD,240,Chart,17,2,180,47.83
RD,240,Chart,17,3,180,55.07
RD,240,Chart,17,4,180,34.06
RD,240,Chart,18,0,180,63.49
RD,240,Chart,18,1,180,61.9
RD,240,Chart,18,2,180,71.43
RD,240,Chart,18,3,180,66.67
RD,240,Chart,18,4,180,65.87
RD,240,Chart,19,0,180,38.96
RD,240,Chart,19,1,180,43.48
RD,240,Chart,19,2,180,32.27
RD,240,Chart,19,3,180,38.13
RD,240,Chart,19,4,180,40.97
RD,240,Chart,20,0,180,25.0
RD,240,Chart,20,1,180,75.0
RD,240,Chart,20,2,180,75.0
RD,240,Chart,20,3,180,25.0
RD,240,Chart,20,4,180,62.5
RD,240,Chart,21,0,180,12.2
RD,240,Chart,21,1,180,15.85
RD,240,Chart,21,2,180,15.85
RD,240,Chart,21,3,180,20.73
RD,240,Chart,21,4,180,14.63
RD,240,Chart,22,0,180,74.32
RD,240,Chart,22,1,180,62.16
RD,240,Chart,22,2,180,63.51
