generation_time,project,bug_id,test_id,bug_detection
30,Chart,1,0,no
30,Chart,1,1,no
30,Chart,1,2,no
30,Chart,1,3,no
30,Chart,1,4,no
30,Chart,2,0,no
30,Chart,2,1,no
30,Chart,2,2,no
30,Chart,2,3,no
30,Chart,2,4,no
30,Chart,3,0,no
30,Chart,3,1,no
30,Chart,3,2,no
30,Chart,3,3,no
30,Chart,3,4,no
30,Chart,4,0,no
30,Chart,4,1,no
30,Chart,4,2,no
30,Chart,4,3,no
30,Chart,4,4,yes
30,Chart,5,0,yes
30,Chart,5,1,yes
30,Chart,5,2,yes
30,Chart,5,3,yes
30,Chart,5,4,yes
30,Chart,6,0,no
30,Chart,6,1,no
30,Chart,6,2,no
30,Chart,6,3,no
30,Chart,6,4,no
30,Chart,7,0,no
30,Chart,7,1,no
30,Chart,7,2,no
30,Chart,7,3,no
30,Chart,7,4,no
30,Chart,8,0,no
30,Chart,8,1,no
30,Chart,8,2,no
30,Chart,8,3,yes
30,Chart,8,4,yes
30,Chart,9,0,no
30,Chart,9,1,no
30,Chart,9,2,no
30,Chart,9,3,no
30,Chart,9,4,no
30,Chart,10,0,yes
30,Chart,10,1,no
30,Chart,10,2,no
30,Chart,10,3,no
30,Chart,10,4,yes
30,Chart,11,0,yes
30,Chart,11,1,yes
30,Chart,11,2,yes
30,Chart,11,3,yes
30,Chart,11,4,yes
30,Chart,12,0,no
30,Chart,12,1,no
30,Chart,12,2,no
30,Chart,12,3,no
30,Chart,12,4,no
30,Chart,13,0,no
30,Chart,13,1,no
30,Chart,13,2,no
30,Chart,13,3,no
30,Chart,13,4,no
30,Chart,14,0,yes
30,Chart,14,1,yes
30,Chart,14,2,yes
30,Chart,14,3,yes
30,Chart,14,4,yes
30,Chart,15,0,yes
30,Chart,15,1,yes
30,Chart,15,2,yes
30,Chart,15,3,yes
30,Chart,15,4,yes
30,Chart,16,0,yes
30,Chart,16,1,yes
30,Chart,16,2,yes
30,Chart,16,3,yes
30,Chart,16,4,yes
30,Chart,17,0,yes
30,Chart,17,1,yes
30,Chart,17,2,yes
30,Chart,17,3,yes
30,Chart,17,4,yes
30,Chart,18,0,yes
30,Chart,18,1,yes
30,Chart,18,2,yes
30,Chart,18,3,yes
30,Chart,18,4,yes
30,Chart,19,0,yes
30,Chart,19,1,yes
30,Chart,19,2,no
30,Chart,19,3,yes
30,Chart,19,4,yes
30,Chart,20,0,no
30,Chart,20,1,no
30,Chart,20,2,no
30,Chart,20,3,no
30,Chart,20,4,no
30,Chart,21,0,no
30,Chart,21,1,no
30,Chart,21,2,no
30,Chart,21,3,no
30,Chart,21,4,yes
30,Chart,22,0,yes
30,Chart,22,1,yes
30,Chart,22,2,yes
30,Chart,22,3,yes
30,Chart,22,4,yes
30,Chart,23,0,no
30,Chart,23,1,yes
30,Chart,23,2,yes
30,Chart,23,3,yes
30,Chart,23,4,yes
30,Chart,24,0,yes
30,Chart,24,1,yes
30,Chart,24,2,yes
30,Chart,24,3,yes
30,Chart,24,4,no
30,Chart,25,0,no
30,Chart,25,1,no
30,Chart,25,2,no
30,Chart,25,3,no
30,Chart,25,4,no
30,Chart,26,0,no
30,Chart,26,1,no
30,Chart,26,2,no
30,Chart,26,3,no
30,Chart,26,4,no
30,Cli,1,0,no
30,Cli,1,1,no
30,Cli,1,2,no
30,Cli,1,3,no
30,Cli,1,4,no
30,Cli,2,0,no
30,Cli,2,1,no
30,Cli,2,2,yes
30,Cli,2,3,no
30,Cli,2,4,no
30,Cli,3,0,no
30,Cli,3,1,no
30,Cli,3,2,no
30,Cli,3,3,no
30,Cli,3,4,no
30,Cli,4,0,no
30,Cli,4,1,no
30,Cli,4,2,no
30,Cli,4,3,no
30,Cli,4,4,no
30,Cli,5,0,yes
30,Cli,5,1,yes
30,Cli,5,2,yes
30,Cli,5,3,yes
30,Cli,5,4,yes
30,Cli,7,0,no
30,Cli,7,1,no
30,Cli,7,2,no
30,Cli,7,3,no
30,Cli,7,4,no
30,Cli,8,0,yes
30,Cli,8,1,yes
30,Cli,8,2,no
30,Cli,8,3,yes
30,Cli,8,4,yes
30,Cli,9,0,no
30,Cli,9,1,no
30,Cli,9,2,no
30,Cli,9,3,no
30,Cli,9,4,no
30,Cli,10,0,no
30,Cli,10,1,no
30,Cli,10,2,no
30,Cli,10,3,no
30,Cli,10,4,no
30,Cli,11,0,no
30,Cli,11,1,no
30,Cli,11,2,no
30,Cli,11,3,no
30,Cli,11,4,no
30,Cli,12,0,no
30,Cli,12,1,no
30,Cli,12,2,no
30,Cli,12,3,no
30,Cli,12,4,no
30,Cli,13,0,yes
30,Cli,13,1,yes
30,Cli,13,2,yes
30,Cli,13,3,yes
30,Cli,13,4,yes
30,Cli,14,0,no
30,Cli,14,1,no
30,Cli,14,2,no
30,Cli,14,3,no
30,Cli,14,4,no
30,Cli,15,0,yes
30,Cli,15,1,yes
30,Cli,15,2,yes
30,Cli,15,3,yes
30,Cli,15,4,yes
30,Cli,16,0,yes
30,Cli,16,1,yes
30,Cli,16,2,yes
30,Cli,16,3,yes
30,Cli,16,4,yes
30,Cli,17,0,yes
30,Cli,17,1,yes
30,Cli,17,2,yes
30,Cli,17,3,yes
30,Cli,17,4,no
30,Cli,18,0,yes
30,Cli,18,1,yes
30,Cli,18,2,yes
30,Cli,18,3,yes
30,Cli,18,4,yes
30,Cli,19,0,no
30,Cli,19,1,no
30,Cli,19,2,no
30,Cli,19,3,no
30,Cli,19,4,no
30,Cli,20,0,yes
30,Cli,20,1,no
30,Cli,20,2,no
30,Cli,20,3,no
30,Cli,20,4,yes
30,Cli,21,0,no
30,Cli,21,1,no
30,Cli,21,2,no
30,Cli,21,3,no
30,Cli,21,4,yes
30,Cli,22,0,yes
30,Cli,22,1,yes
30,Cli,22,2,yes
30,Cli,22,3,yes
30,Cli,22,4,yes
30,Cli,23,0,yes
30,Cli,23,1,yes
30,Cli,23,2,yes
30,Cli,23,3,yes
30,Cli,23,4,yes
30,Cli,24,0,yes
30,Cli,24,1,yes
30,Cli,24,2,yes
30,Cli,24,3,yes
30,Cli,24,4,yes
30,Cli,25,0,yes
30,Cli,25,1,yes
30,Cli,25,2,yes
30,Cli,25,3,yes
30,Cli,25,4,yes
30,Cli,26,0,no
30,Cli,26,1,no
30,Cli,26,2,no
30,Cli,26,3,no
30,Cli,26,4,no
30,Cli,27,0,no
30,Cli,27,1,no
30,Cli,27,2,no
30,Cli,27,3,no
30,Cli,27,4,no
30,Cli,28,0,no
30,Cli,28,1,no
30,Cli,28,2,no
30,Cli,28,3,no
30,Cli,28,4,no
30,Cli,29,0,yes
30,Cli,29,1,yes
30,Cli,29,2,yes
30,Cli,29,3,yes
30,Cli,29,4,yes
30,Cli,30,0,no
30,Cli,30,1,no
30,Cli,30,2,no
30,Cli,30,3,no
30,Cli,30,4,no
30,Cli,31,0,yes
30,Cli,31,1,yes
30,Cli,31,2,yes
30,Cli,31,3,yes
30,Cli,31,4,yes
30,Cli,32,0,yes
30,Cli,32,1,yes
30,Cli,32,2,yes
30,Cli,32,3,yes
30,Cli,32,4,yes
30,Cli,33,0,no
30,Cli,33,1,no
30,Cli,33,2,no
30,Cli,33,3,no
30,Cli,33,4,no
30,Cli,34,0,yes
30,Cli,34,1,yes
30,Cli,34,2,yes
30,Cli,34,3,yes
30,Cli,34,4,yes
30,Cli,35,0,no
30,Cli,35,1,no
30,Cli,35,2,no
30,Cli,35,3,no
30,Cli,35,4,no
30,Cli,36,0,no
30,Cli,36,1,no
30,Cli,36,2,no
30,Cli,36,3,no
30,Cli,36,4,yes
30,Cli,37,0,no
30,Cli,37,1,no
30,Cli,37,2,no
30,Cli,37,3,no
30,Cli,37,4,no
30,Cli,38,0,no
30,Cli,38,1,no
30,Cli,38,2,no
30,Cli,38,3,no
30,Cli,38,4,no
30,Cli,39,0,yes
30,Cli,39,1,yes
30,Cli,39,2,yes
30,Cli,39,3,yes
30,Cli,39,4,yes
30,Cli,40,0,yes
30,Cli,40,1,yes
30,Cli,40,2,yes
30,Cli,40,3,yes
30,Cli,40,4,yes
30,Closure,1,0,no
30,Closure,1,1,no
30,Closure,1,2,no
30,Closure,1,3,no
30,Closure,1,4,no
30,Closure,2,0,no
30,Closure,2,1,no
30,Closure,2,2,no
30,Closure,2,3,no
30,Closure,2,4,no
30,Closure,3,0,no
30,Closure,3,1,no
30,Closure,3,2,no
30,Closure,3,3,no
30,Closure,3,4,no
30,Closure,4,0,no
30,Closure,4,1,no
30,Closure,4,2,no
30,Closure,4,3,no
30,Closure,4,4,no
30,Closure,5,0,no
30,Closure,5,1,no
30,Closure,5,2,no
30,Closure,5,3,no
30,Closure,5,4,no
30,Closure,6,0,no
30,Closure,6,1,no
30,Closure,6,2,no
30,Closure,6,3,no
30,Closure,6,4,no
30,Closure,7,0,yes
30,Closure,7,1,yes
30,Closure,7,2,no
30,Closure,7,3,no
30,Closure,7,4,no
30,Closure,8,0,no
30,Closure,8,1,no
30,Closure,8,2,no
30,Closure,8,3,no
30,Closure,8,4,no
30,Closure,9,0,no
30,Closure,9,1,no
30,Closure,9,2,no
30,Closure,9,3,no
30,Closure,9,4,no
30,Closure,10,0,no
30,Closure,10,1,no
30,Closure,10,2,no
30,Closure,10,3,no
30,Closure,10,4,no
30,Closure,11,0,no
30,Closure,11,1,no
30,Closure,11,2,no
30,Closure,11,3,no
30,Closure,11,4,no
30,Closure,12,0,no
30,Closure,12,1,no
30,Closure,12,2,no
30,Closure,12,3,no
30,Closure,12,4,yes
30,Closure,13,0,no
30,Closure,13,1,no
30,Closure,13,2,no
30,Closure,13,3,no
30,Closure,13,4,no
30,Closure,14,0,no
30,Closure,14,1,no
30,Closure,14,2,no
30,Closure,14,3,no
30,Closure,14,4,no
30,Closure,15,0,no
30,Closure,15,1,no
30,Closure,15,2,no
30,Closure,15,3,no
30,Closure,15,4,no
30,Closure,16,0,no
30,Closure,16,1,no
30,Closure,16,2,no
30,Closure,16,3,no
30,Closure,16,4,no
30,Closure,17,0,no
30,Closure,17,1,no
30,Closure,17,2,no
30,Closure,17,3,no
30,Closure,17,4,no
30,Closure,18,0,no
30,Closure,18,1,no
30,Closure,18,2,no
30,Closure,18,3,no
30,Closure,18,4,no
30,Closure,19,0,no
30,Closure,19,1,no
30,Closure,19,2,yes
30,Closure,19,3,no
30,Closure,19,4,no
30,Closure,20,0,no
30,Closure,20,1,no
30,Closure,20,2,no
30,Closure,20,3,no
30,Closure,20,4,no
30,Closure,21,0,no
30,Closure,21,1,no
30,Closure,21,2,no
30,Closure,21,3,no
30,Closure,21,4,no
30,Closure,22,0,no
30,Closure,22,1,no
30,Closure,22,2,no
30,Closure,22,3,yes
30,Closure,22,4,no
30,Closure,23,0,no
30,Closure,23,1,no
30,Closure,23,2,no
30,Closure,23,3,no
30,Closure,23,4,no
30,Closure,24,0,no
30,Closure,24,1,no
30,Closure,24,2,no
30,Closure,24,3,no
30,Closure,24,4,no
30,Closure,25,0,no
30,Closure,25,1,no
30,Closure,25,2,no
30,Closure,25,3,no
30,Closure,25,4,no
30,Closure,26,0,no
30,Closure,26,1,no
30,Closure,26,2,no
30,Closure,26,3,no
30,Closure,26,4,no
30,Closure,27,0,no
30,Closure,27,1,no
30,Closure,27,2,no
30,Closure,27,3,no
30,Closure,27,4,no
30,Closure,28,0,no
30,Closure,28,1,no
30,Closure,28,2,yes
30,Closure,28,3,yes
30,Closure,28,4,yes
30,Closure,29,0,no
30,Closure,29,1,no
30,Closure,29,2,no
30,Closure,29,3,no
30,Closure,29,4,no
30,Closure,30,0,no
30,Closure,30,1,yes
30,Closure,30,2,yes
30,Closure,30,3,yes
30,Closure,30,4,no
30,Closure,31,0,no
30,Closure,31,1,no
30,Closure,31,2,no
30,Closure,31,3,no
30,Closure,31,4,no
30,Closure,32,0,no
30,Closure,32,1,no
30,Closure,32,2,no
30,Closure,32,3,no
30,Closure,32,4,no
30,Closure,33,0,no
30,Closure,33,1,no
30,Closure,33,2,yes
30,Closure,33,3,no
30,Closure,33,4,no
30,Closure,34,0,no
30,Closure,34,1,no
30,Closure,34,2,no
30,Closure,34,3,no
30,Closure,34,4,no
30,Closure,35,0,no
30,Closure,35,1,no
30,Closure,35,2,no
30,Closure,35,3,no
30,Closure,35,4,no
30,Closure,36,0,no
30,Closure,36,1,no
30,Closure,36,2,no
30,Closure,36,3,no
30,Closure,36,4,no
30,Closure,37,0,no
30,Closure,37,1,no
30,Closure,37,2,no
30,Closure,37,3,no
30,Closure,37,4,no
30,Closure,38,0,no
30,Closure,38,1,no
30,Closure,38,2,no
30,Closure,38,3,no
30,Closure,38,4,no
30,Closure,39,0,no
30,Closure,39,1,no
30,Closure,39,2,no
30,Closure,39,3,no
30,Closure,39,4,no
30,Closure,40,0,no
30,Closure,40,1,no
30,Closure,40,2,no
30,Closure,40,3,no
30,Closure,40,4,no
30,Closure,41,0,no
30,Closure,41,1,no
30,Closure,41,2,no
30,Closure,41,3,no
30,Closure,41,4,no
30,Closure,42,0,no
30,Closure,42,1,no
30,Closure,42,2,no
30,Closure,42,3,no
30,Closure,42,4,no
30,Closure,43,0,no
30,Closure,43,1,no
30,Closure,43,2,no
30,Closure,43,3,no
30,Closure,43,4,no
30,Closure,44,0,no
30,Closure,44,1,no
30,Closure,44,2,no
30,Closure,44,3,no
30,Closure,44,4,no
30,Closure,45,0,no
30,Closure,45,1,no
30,Closure,45,2,no
30,Closure,45,3,no
30,Closure,45,4,no
30,Closure,46,0,no
30,Closure,46,1,no
30,Closure,46,2,no
30,Closure,46,3,no
30,Closure,46,4,no
30,Closure,47,0,no
30,Closure,47,1,no
30,Closure,47,2,no
30,Closure,47,3,no
30,Closure,47,4,no
30,Closure,48,0,no
30,Closure,48,1,no
30,Closure,48,2,no
30,Closure,48,3,no
30,Closure,48,4,no
30,Closure,49,0,no
30,Closure,49,1,yes
30,Closure,49,2,yes
30,Closure,49,3,yes
30,Closure,49,4,no
30,Closure,50,0,no
30,Closure,50,1,no
30,Closure,50,2,no
30,Closure,50,3,no
30,Closure,50,4,no
30,Closure,51,0,yes
30,Closure,51,1,yes
30,Closure,51,2,yes
30,Closure,51,3,yes
30,Closure,51,4,yes
30,Closure,52,0,no
30,Closure,52,1,no
30,Closure,52,2,no
30,Closure,52,3,no
30,Closure,52,4,yes
30,Closure,53,0,no
30,Closure,53,1,no
30,Closure,53,2,no
30,Closure,53,3,no
30,Closure,53,4,no
30,Closure,54,0,no
30,Closure,54,1,yes
30,Closure,54,2,yes
30,Closure,54,3,no
30,Closure,54,4,yes
30,Closure,55,0,no
30,Closure,55,1,no
30,Closure,55,2,no
30,Closure,55,3,no
30,Closure,55,4,no
30,Closure,56,0,yes
30,Closure,56,1,yes
30,Closure,56,2,yes
30,Closure,56,3,yes
30,Closure,56,4,yes
30,Closure,57,0,no
30,Closure,57,1,no
30,Closure,57,2,no
30,Closure,57,3,no
30,Closure,57,4,no
30,Closure,58,0,no
30,Closure,58,1,no
30,Closure,58,2,no
30,Closure,58,3,no
30,Closure,58,4,no
30,Closure,59,0,no
30,Closure,59,1,no
30,Closure,59,2,no
30,Closure,59,3,no
30,Closure,59,4,no
30,Closure,60,0,no
30,Closure,60,1,no
30,Closure,60,2,no
30,Closure,60,3,no
30,Closure,60,4,no
30,Closure,61,0,no
30,Closure,61,1,no
30,Closure,61,2,no
30,Closure,61,3,no
30,Closure,61,4,no
30,Closure,62,0,no
30,Closure,62,1,no
30,Closure,62,2,no
30,Closure,62,3,no
30,Closure,62,4,no
30,Closure,64,0,no
30,Closure,64,1,no
30,Closure,64,2,no
30,Closure,64,3,no
30,Closure,64,4,no
30,Closure,65,0,no
30,Closure,65,1,no
30,Closure,65,2,no
30,Closure,65,3,no
30,Closure,65,4,no
30,Closure,66,0,no
30,Closure,66,1,no
30,Closure,66,2,no
30,Closure,66,3,no
30,Closure,66,4,no
30,Closure,67,0,no
30,Closure,67,1,no
30,Closure,67,2,no
30,Closure,67,3,no
30,Closure,67,4,no
30,Closure,68,0,no
30,Closure,68,1,no
30,Closure,68,2,no
30,Closure,68,3,no
30,Closure,68,4,no
30,Closure,69,0,no
30,Closure,69,1,no
30,Closure,69,2,no
30,Closure,69,3,no
30,Closure,69,4,no
30,Closure,70,0,no
30,Closure,70,1,no
30,Closure,70,2,no
30,Closure,70,3,no
30,Closure,70,4,no
30,Closure,71,0,no
30,Closure,71,1,no
30,Closure,71,2,no
30,Closure,71,3,no
30,Closure,71,4,no
30,Closure,72,0,no
30,Closure,72,1,no
30,Closure,72,2,no
30,Closure,72,3,no
30,Closure,72,4,no
30,Closure,73,0,no
30,Closure,73,1,yes
30,Closure,73,2,yes
30,Closure,73,3,yes
30,Closure,73,4,yes
30,Closure,74,0,no
30,Closure,74,1,no
30,Closure,74,2,no
30,Closure,74,3,no
30,Closure,74,4,no
30,Closure,75,0,no
30,Closure,75,1,no
30,Closure,75,2,no
30,Closure,75,3,no
30,Closure,75,4,no
30,Closure,76,0,no
30,Closure,76,1,no
30,Closure,76,2,no
30,Closure,76,3,no
30,Closure,76,4,no
30,Closure,77,0,no
30,Closure,77,1,no
30,Closure,77,2,no
30,Closure,77,3,no
30,Closure,77,4,no
30,Closure,78,0,no
30,Closure,78,1,no
30,Closure,78,2,no
30,Closure,78,3,no
30,Closure,78,4,no
30,Closure,79,0,no
30,Closure,79,1,no
30,Closure,79,2,no
30,Closure,79,3,no
30,Closure,79,4,no
30,Closure,80,0,no
30,Closure,80,1,no
30,Closure,80,2,no
30,Closure,80,3,no
30,Closure,80,4,no
30,Closure,81,0,no
30,Closure,81,1,no
30,Closure,81,2,no
30,Closure,81,3,no
30,Closure,81,4,no
30,Closure,82,0,no
30,Closure,82,1,no
30,Closure,82,2,no
30,Closure,82,3,no
30,Closure,82,4,no
30,Closure,83,0,no
30,Closure,83,1,no
30,Closure,83,2,no
30,Closure,83,3,no
30,Closure,83,4,no
30,Closure,84,0,no
30,Closure,84,1,no
30,Closure,84,2,no
30,Closure,84,3,no
30,Closure,84,4,no
30,Closure,85,0,no
30,Closure,85,1,no
30,Closure,85,2,no
30,Closure,85,3,no
30,Closure,85,4,no
30,Closure,86,0,no
30,Closure,86,1,no
30,Closure,86,2,no
30,Closure,86,3,no
30,Closure,86,4,no
30,Closure,87,0,no
30,Closure,87,1,no
30,Closure,87,2,no
30,Closure,87,3,no
30,Closure,87,4,no
30,Closure,88,0,no
30,Closure,88,1,no
30,Closure,88,2,no
30,Closure,88,3,no
30,Closure,88,4,no
30,Closure,89,0,no
30,Closure,89,1,no
30,Closure,89,2,no
30,Closure,89,3,no
30,Closure,89,4,no
30,Closure,90,0,no
30,Closure,90,1,no
30,Closure,90,2,no
30,Closure,90,3,no
30,Closure,90,4,no
30,Closure,91,0,no
30,Closure,91,1,no
30,Closure,91,2,no
30,Closure,91,3,yes
30,Closure,91,4,no
30,Closure,92,0,no
30,Closure,92,1,no
30,Closure,92,2,no
30,Closure,92,3,no
30,Closure,92,4,no
30,Closure,94,0,no
30,Closure,94,1,no
30,Closure,94,2,yes
30,Closure,94,3,no
30,Closure,94,4,no
30,Closure,95,0,no
30,Closure,95,1,no
30,Closure,95,2,no
30,Closure,95,3,no
30,Closure,95,4,no
30,Closure,96,0,no
30,Closure,96,1,no
30,Closure,96,2,no
30,Closure,96,3,no
30,Closure,96,4,no
30,Closure,97,0,no
30,Closure,97,1,no
30,Closure,97,2,no
30,Closure,97,3,no
30,Closure,97,4,no
30,Closure,98,0,no
30,Closure,98,1,no
30,Closure,98,2,no
30,Closure,98,3,no
30,Closure,98,4,no
30,Closure,99,0,no
30,Closure,99,1,no
30,Closure,99,2,no
30,Closure,99,3,no
30,Closure,99,4,no
30,Closure,100,0,no
30,Closure,100,1,no
30,Closure,100,2,no
30,Closure,100,3,yes
30,Closure,100,4,no
30,Closure,101,0,no
30,Closure,101,1,no
30,Closure,101,2,no
30,Closure,101,3,no
30,Closure,101,4,no
30,Closure,102,0,no
30,Closure,102,1,no
30,Closure,102,2,no
30,Closure,102,3,no
30,Closure,102,4,no
30,Closure,103,0,no
30,Closure,103,1,no
30,Closure,103,2,no
30,Closure,103,3,no
30,Closure,103,4,no
30,Closure,104,0,no
30,Closure,104,1,no
30,Closure,104,2,no
30,Closure,104,3,no
30,Closure,104,4,yes
30,Closure,105,0,no
30,Closure,105,1,no
30,Closure,105,2,no
30,Closure,105,3,no
30,Closure,105,4,no
30,Closure,106,0,yes
30,Closure,106,1,no
30,Closure,106,2,yes
30,Closure,106,3,no
30,Closure,106,4,no
30,Closure,107,0,no
30,Closure,107,1,no
30,Closure,107,2,no
30,Closure,107,3,no
30,Closure,107,4,no
30,Closure,108,0,no
30,Closure,108,1,no
30,Closure,108,2,no
30,Closure,108,3,no
30,Closure,108,4,no
30,Closure,109,0,no
30,Closure,109,1,no
30,Closure,109,2,no
30,Closure,109,3,no
30,Closure,109,4,no
30,Closure,110,0,no
30,Closure,110,1,no
30,Closure,110,2,no
30,Closure,110,3,no
30,Closure,110,4,no
30,Closure,111,0,no
30,Closure,111,1,no
30,Closure,111,2,no
30,Closure,111,3,no
30,Closure,111,4,no
30,Closure,112,0,no
30,Closure,112,1,no
30,Closure,112,2,no
30,Closure,112,3,no
30,Closure,112,4,no
30,Closure,113,0,no
30,Closure,113,1,no
30,Closure,113,2,no
30,Closure,113,3,no
30,Closure,113,4,no
30,Closure,114,0,no
30,Closure,114,1,no
30,Closure,114,2,no
30,Closure,114,3,no
30,Closure,114,4,no
30,Closure,115,0,no
30,Closure,115,1,no
30,Closure,115,2,no
30,Closure,115,3,no
30,Closure,115,4,no
30,Closure,116,0,no
30,Closure,116,1,no
30,Closure,116,2,no
30,Closure,116,3,no
30,Closure,116,4,no
30,Closure,117,0,no
30,Closure,117,1,no
30,Closure,117,2,no
30,Closure,117,3,no
30,Closure,117,4,no
30,Closure,118,0,no
30,Closure,118,1,no
30,Closure,118,2,no
30,Closure,118,3,no
30,Closure,118,4,no
30,Closure,119,0,no
30,Closure,119,1,no
30,Closure,119,2,no
30,Closure,119,3,no
30,Closure,119,4,no
30,Closure,120,0,no
30,Closure,120,1,no
30,Closure,120,2,no
30,Closure,120,3,no
30,Closure,120,4,no
30,Closure,121,0,no
30,Closure,121,1,no
30,Closure,121,2,no
30,Closure,121,3,no
30,Closure,121,4,no
30,Closure,122,0,no
30,Closure,122,1,no
30,Closure,122,2,no
30,Closure,122,3,no
30,Closure,122,4,no
30,Closure,123,0,no
30,Closure,123,1,yes
30,Closure,123,2,no
30,Closure,123,3,no
30,Closure,123,4,no
30,Closure,124,0,no
30,Closure,124,1,no
30,Closure,124,2,no
30,Closure,124,3,no
30,Closure,124,4,no
30,Closure,125,0,no
30,Closure,125,1,no
30,Closure,125,2,no
30,Closure,125,3,no
30,Closure,125,4,no
30,Closure,126,0,no
30,Closure,126,1,no
30,Closure,126,2,no
30,Closure,126,3,no
30,Closure,126,4,no
30,Closure,127,0,no
30,Closure,127,1,no
30,Closure,127,2,no
30,Closure,127,3,no
30,Closure,127,4,no
30,Closure,128,0,no
30,Closure,128,1,no
30,Closure,128,2,no
30,Closure,128,3,no
30,Closure,128,4,no
30,Closure,129,0,no
30,Closure,129,1,no
30,Closure,129,2,no
30,Closure,129,3,no
30,Closure,129,4,no
30,Closure,130,0,no
30,Closure,130,1,no
30,Closure,130,2,no
30,Closure,130,3,no
30,Closure,130,4,no
30,Closure,131,0,no
30,Closure,131,1,yes
30,Closure,131,2,yes
30,Closure,131,3,no
30,Closure,131,4,yes
30,Closure,132,0,no
30,Closure,132,1,no
30,Closure,132,2,no
30,Closure,132,3,no
30,Closure,132,4,no
30,Closure,133,0,no
30,Closure,133,1,no
30,Closure,133,2,no
30,Closure,133,3,no
30,Closure,133,4,no
30,Closure,134,0,no
30,Closure,134,1,no
30,Closure,134,2,no
30,Closure,134,3,no
30,Closure,134,4,no
30,Closure,135,0,no
30,Closure,135,1,no
30,Closure,135,2,no
30,Closure,135,3,no
30,Closure,135,4,no
30,Closure,136,0,no
30,Closure,136,1,no
30,Closure,136,2,no
30,Closure,136,3,no
30,Closure,136,4,no
30,Closure,137,0,yes
30,Closure,137,1,yes
30,Closure,137,2,yes
30,Closure,137,3,yes
30,Closure,137,4,yes
30,Closure,138,0,no
30,Closure,138,1,no
30,Closure,138,2,no
30,Closure,138,3,no
30,Closure,138,4,no
30,Closure,139,0,no
30,Closure,139,1,yes
30,Closure,139,2,no
30,Closure,139,3,yes
30,Closure,139,4,no
30,Closure,140,0,no
30,Closure,140,1,no
30,Closure,140,2,no
30,Closure,140,3,yes
30,Closure,140,4,no
30,Closure,141,0,no
30,Closure,141,1,no
30,Closure,141,2,no
30,Closure,141,3,no
30,Closure,141,4,no
30,Closure,142,0,no
30,Closure,142,1,no
30,Closure,142,2,no
30,Closure,142,3,no
30,Closure,142,4,no
30,Closure,143,0,no
30,Closure,143,1,no
30,Closure,143,2,no
30,Closure,143,3,no
30,Closure,143,4,no
30,Closure,144,0,yes
30,Closure,144,1,yes
30,Closure,144,2,yes
30,Closure,144,3,yes
30,Closure,144,4,yes
30,Closure,145,0,no
30,Closure,145,1,no
30,Closure,145,2,no
30,Closure,145,3,no
30,Closure,145,4,no
30,Closure,146,0,no
30,Closure,146,1,no
30,Closure,146,2,no
30,Closure,146,3,no
30,Closure,146,4,no
30,Closure,147,0,no
30,Closure,147,1,no
30,Closure,147,2,no
30,Closure,147,3,no
30,Closure,147,4,no
30,Closure,148,0,yes
30,Closure,148,1,yes
30,Closure,148,2,no
30,Closure,148,3,no
30,Closure,148,4,yes
30,Closure,149,0,yes
30,Closure,149,1,yes
30,Closure,149,2,yes
30,Closure,149,3,yes
30,Closure,149,4,yes
30,Closure,150,0,no
30,Closure,150,1,yes
30,Closure,150,2,yes
30,Closure,150,3,no
30,Closure,150,4,no
30,Closure,151,0,no
30,Closure,151,1,no
30,Closure,151,2,no
30,Closure,151,3,no
30,Closure,151,4,no
30,Closure,152,0,no
30,Closure,152,1,no
30,Closure,152,2,no
30,Closure,152,3,no
30,Closure,152,4,no
30,Closure,153,0,no
30,Closure,153,1,no
30,Closure,153,2,no
30,Closure,153,3,no
30,Closure,153,4,no
30,Closure,154,0,no
30,Closure,154,1,no
30,Closure,154,2,no
30,Closure,154,3,no
30,Closure,154,4,no
30,Closure,155,0,no
30,Closure,155,1,yes
30,Closure,155,2,yes
30,Closure,155,3,yes
30,Closure,155,4,yes
30,Closure,156,0,no
30,Closure,156,1,no
30,Closure,156,2,no
30,Closure,156,3,no
30,Closure,156,4,no
30,Closure,157,0,yes
30,Closure,157,1,yes
30,Closure,157,2,yes
30,Closure,157,3,yes
30,Closure,157,4,yes
30,Closure,158,0,yes
30,Closure,158,1,yes
30,Closure,158,2,yes
30,Closure,158,3,yes
30,Closure,158,4,yes
30,Closure,159,0,no
30,Closure,159,1,no
30,Closure,159,2,no
30,Closure,159,3,no
30,Closure,159,4,no
30,Closure,160,0,no
30,Closure,160,1,no
30,Closure,160,2,no
30,Closure,160,3,no
30,Closure,160,4,no
30,Closure,161,0,no
30,Closure,161,1,no
30,Closure,161,2,no
30,Closure,161,3,no
30,Closure,161,4,no
30,Closure,162,0,no
30,Closure,162,1,no
30,Closure,162,2,no
30,Closure,162,3,no
30,Closure,162,4,no
30,Closure,163,0,yes
30,Closure,163,1,yes
30,Closure,163,2,yes
30,Closure,163,3,yes
30,Closure,163,4,yes
30,Closure,164,0,no
30,Closure,164,1,yes
30,Closure,164,2,yes
30,Closure,164,3,yes
30,Closure,164,4,yes
30,Closure,165,0,yes
30,Closure,165,1,yes
30,Closure,165,2,yes
30,Closure,165,3,yes
30,Closure,165,4,yes
30,Closure,166,0,no
30,Closure,166,1,no
30,Closure,166,2,no
30,Closure,166,3,no
